"contacts","social","laws","citizenship","workpermit","employment","attitude","reputation","destination","candidate","id","gender","age","children","educ","prewar","satisfaction","migmotivation","miglikely","prefchar","prefcountry","incentivised","t_choice"
"Friends","Free housing","Ban on immigration from Muslim countries","After 3 years","Immediately","1 in 4 Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Bad country for Syrians",0,2,362,"Female","18 - 29","Yes","Bachelor's degree (4-year)","1",5,1,3,"Friends / family / relatives in the country","Canada","1","90.965"
"Family","Generous support for refugees","Ban on nikab and burka in public","After 3 years","After 3 months","Half of all Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Bad country for Syrians",0,2,366,"Male","30-39","Yes","High school graduate (Baccalaureate / Tawjihi)","0",3,3,4,"Employment / career opportunities","USA","1","66.033"
"Friends","Free healthcare","Ban on nikab and burka in public","After 8 years","Immediately","1 in 4 Syrians employed after one year","3 in 4 people support taking in refugees","Welcoming to foreigners",1,2,367,"Male","30-39","No","Some college but no degree","0",2,4,5,"Citizenship and rights","UK","1","6.784"
"Friends","Generous support for refugees","No religious bans","After 3 years","Immediately","Half of all Syrians unemployed after one year","1 in 4 people oppose taking in refugees","Good country for Syrians",0,2,369,"Male","30-39","Yes","Bachelor's degree (4-year)","0",4,1,2,"Asylum policies (e.g. family reunification, resettlement)","Canada","1","48.861"
"Friends","Free housing","Ban on hijab in schools","After 8 years","After 12 months","1 in 4 Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Has many well-known brands",0,2,372,"Male","30-39","Yes","Bachelor's degree (4-year)","0",7,3,6,"Employment / career opportunities","Canada","1","62.136"
"Friends","No minimum wage","Ban on immigration from Muslim countries","After 5 years","After 3 months","Half of all Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Welcoming to foreigners",1,2,374,"Male","30-39","Yes","Bachelor's degree (4-year)","0",2,1,4,"Citizenship and rights","Canada","1","23.516"
"Friends","Free housing","No religious bans","After 8 years","After 3 months","3 in 4 Syrians unemployed after one year","1 in 4 people oppose taking in refugees","Has many well-known brands",0,2,378,"Female","18 - 29","No","Bachelor's degree (4-year)","0",6,3,6,"Don't know / Prefer not to answer","Germany","1","9.325"
"Friends","No minimum wage","No religious bans","After 5 years","After 3 months","3 in 4 Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Bad country for Syrians",0,2,379,"Male","18 - 29","No","Some college but no degree","0",NA,1,4,"Language and culture","USA","1","5.656"
"Other Syrians","No minimum wage","Ban on hijab in schools","After 8 years","Immediately","Half of all Syrians unemployed after one year","1 in 4 people oppose taking in refugees","Bad country for Syrians",0,2,381,"Female","18 - 29","Yes","Bachelor's degree (4-year)","0",4,3,6,"Employment / career opportunities","Canada","1","56.212"
"No contacts","No minimum wage","Ban on immigration from Muslim countries","After 3 years","Immediately","1 in 4 Syrians employed after one year","3 in 4 people support taking in refugees","Has many well-known brands",0,2,387,"Male","18 - 29","Yes","Diploma or technical certificate (2-year)","0",8,4,5,"Language and culture","Canada","1","19.613"
"No contacts","Free housing","Ban on nikab and burka in public","After 3 years","After 3 months","Half of all Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Bad country for Syrians",0,2,390,"Female","40-49","Yes","High school graduate (Baccalaureate / Tawjihi)","1",7,1,5,"Citizenship and rights","Canada","1","7.406"
"Other Syrians","No minimum wage","Ban on hijab in schools","After 5 years","After 12 months","1 in 4 Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Has many well-known brands",1,2,393,"Male","30-39","Yes","Bachelor's degree (4-year)","1",5,1,6,"Language and culture","Canada","1","12.272"
"Friends","Free healthcare","Ban on immigration from Muslim countries","After 8 years","After 3 months","Half of all Syrians unemployed after one year","1 in 4 people oppose taking in refugees","Has many well-known brands",0,2,398,"Male","30-39","Yes","Less than high school degree","0",2,1,6,"Asylum policies (e.g. family reunification, resettlement)","UK","1","49.683"
"No contacts","Free healthcare","Ban on nikab and burka in public","After 8 years","After 12 months","Half of all Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Bad country for Syrians",1,2,400,"Female","30-39","Yes","Diploma or technical certificate (2-year)","0",2,1,NA,"Asylum policies (e.g. family reunification, resettlement)","Germany","1","58.16"
"Other Syrians","Generous support for refugees","Ban on nikab and burka in public","After 8 years","Immediately","Half of all Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Good country for Syrians",0,2,401,"Male","30-39","Yes","Bachelor's degree (4-year)","0",2,1,5,"Citizenship and rights","France","1","79.58"
"Family","Free healthcare","No religious bans","After 3 years","After 12 months","Half of all Syrians employed after one year","1 in 4 people oppose taking in refugees","Welcoming to foreigners",1,2,402,"Male","18 - 29","No","Bachelor's degree (4-year)","0",8,4,6,"Employment / career opportunities","Germany","1","67.355"
"Other Syrians","Free housing","Ban on nikab and burka in public","After 8 years","After 12 months","3 in 4 Syrians unemployed after one year","1 in 4 people oppose taking in refugees","Has many well-known brands",1,2,403,"Male","18 - 29","No","Some college but no degree","0",8,4,5,"Employment / career opportunities","USA","1","43.809"
"Friends","No minimum wage","Ban on hijab in schools","After 3 years","Immediately","3 in 4 Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Welcoming to foreigners",1,2,404,"Male","18 - 29","No","Some college but no degree","0",4,1,2,"Education opportunities","Germany","1","23.438"
"Other Syrians","Free housing","No religious bans","After 3 years","After 3 months","Half of all Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Welcoming to foreigners",0,2,406,"Male","40-49","Yes","High school graduate (Baccalaureate / Tawjihi)","0",7,1,5,"Social benefits and healthcare","Canada","1","55.237"
"Family","Free healthcare","Ban on nikab and burka in public","After 3 years","After 3 months","Half of all Syrians employed after one year","Half the population supports restricting immigration of Muslims","Has many well-known brands",1,2,407,"Male","40-49","Yes","High school graduate (Baccalaureate / Tawjihi)","0",8,3,6,"Education opportunities","Canada","1","29.311"
"No contacts","No minimum wage","Ban on immigration from Muslim countries","After 5 years","Immediately","Half of all Syrians employed after one year","Half the population supports restricting immigration of Muslims","Bad country for Syrians",1,2,408,"Male","18 - 29","No","Bachelor's degree (4-year)","0",8,1,2,"Citizenship and rights","Canada","1","21.501"
"Family","Generous support for refugees","No religious bans","After 3 years","After 3 months","Half of all Syrians employed after one year","1 in 4 people support restricting immigration of Muslims","Has many well-known brands",1,2,411,"Male","30-39","Yes","Diploma or technical certificate (2-year)","1",2,1,3,"Asylum policies (e.g. family reunification, resettlement)","UK","1","65.226"
"Friends","Free housing","Ban on nikab and burka in public","After 5 years","Immediately","Half of all Syrians unemployed after one year","Half the population supports restricting immigration of Muslims","Bad country for Syrians",0,2,413,"Female","30-39","No","Diploma or technical certificate (2-year)","0",5,1,6,"Citizenship and rights","France","1","7.624"
"No contacts","Free housing","Ban on immigration from Muslim countries","After 3 years","Immediately","Half of all Syrians employed after one year","Half the population supports restricting immigration of Muslims","Welcoming to foreigners",1,2,414,"Prefer not to answer","18 - 29","Yes","Some college but no degree","0",5,4,NA,"Education opportunities","Other / Prefer not to answer","1","34.603"
"Friends","Generous support for refugees","Ban on nikab and burka in public","After 5 years","Immediately","Half of all Syrians unemployed after one year","3 in 4 people support taking in refugees","Has many well-known brands",0,2,415,"Male","40-49","Yes","Bachelor's degree (4-year)","0",2,1,2,"Employment / career opportunities","UK","1","3.805"
"Other Syrians","No minimum wage","Ban on hijab in schools","After 3 years","After 12 months","Half of all Syrians unemployed after one year","1 in 4 people support restricting immigration of Muslims","Good country for Syrians",0,2,419,"Female","30-39","No","High school graduate (Baccalaureate / Tawjihi)","0",8,4,6,"Employment / career opportunities","Canada","1","20.494"
"Family","Free healthcare","No religious bans","After 3 years","After 3 months","Half of all Syrians employed after one year","1 in 4 people oppose taking in refugees","Bad country for Syrians",0,2,423,"Male","18 - 29","No","Some college but no degree","0",7,1,NA,"Employment / career opportunities","UK","1","28.058"
"Friends","Free housing","Ban on hijab in schools","After 8 years","Immediately","Half of all Syrians employed after one year","Half the population supports restricting immigration of Muslims","Bad country for Syrians",1,2,429,"Female","18 - 29","No","High school graduate (Baccalaureate / Tawjihi)","1",4,1,4,"Asylum policies (e.g. family reunification, resettlement)","Canada","1","31.341"
"Friends","Generous support for refugees","No religious bans","After 3 years","After 3 months","Half of all Syrians unemployed after one year","1 in 4 people oppose taking in refugees","Welcoming to foreigners",1,2,430,"Female","18 - 29","No","Bachelor's degree (4-year)","1",2,1,5,"Citizenship and rights","Germany","1","7.894"
"Friends","Free housing","Ban on immigration from Muslim countries","After 3 years","Immediately","1 in 4 Syrians employed after one year","3 in 4 people support taking in refugees","Has many well-known brands",0,2,432,"Male","18 - 29","No","Bachelor's degree (4-year)","1",2,3,4,"Citizenship and rights","Canada","1","82.219"
